feature,gene_name,selection_count,frequency,median_coef,mean_coef,importance_score,pathway,perm_importance_mean,perm_importance_std
gene_RAC2,RAC2,0,0.0,0.0,0.0,0.0,WNT_hsa04310,0.016281512605041994,0.013388222134189923
gene_EP300,EP300,3,0.2,-0.48440146920713806,-0.44177865922190934,0.09688029384142761,WNT_hsa04310,0.015651260504201625,0.008223522069768808
gene_SIRT1,SIRT1,0,0.0,0.0,0.0,0.0,WNT_hsa04310,0.015546218487394903,0.006590078630822717
gene_POLD4,POLD4,5,0.3333333333333333,0.49636032223478965,0.5673456478990909,0.16545344074492987,MMR_hsa03430,0.015126050420168036,0.013913210663696184
gene_STK11,STK11,12,0.8,-0.4053607694627315,-0.4181902074169892,0.3242886155701852,PI3K_Akt_hsa04151,0.015126050420168003,0.013478163808693626
gene_WNT16,WNT16,1,0.06666666666666667,-0.003444882384666252,-0.003444882384666252,0.0002296588256444168,WNT_hsa04310,0.014180672268907523,0.008261005353374686
gene_PRKCA,PRKCA,0,0.0,0.0,0.0,0.0,WNT_hsa04310,0.01407563025210079,0.008626245868759588
gene_RFC5,RFC5,6,0.4,-0.04852441420048131,-0.07520412874214279,0.019409765680192523,MMR_hsa03430,0.013445378151260456,0.012871826623563308
gene_PPP3R2,PPP3R2,1,0.06666666666666667,-0.09608845619570018,-0.09608845619570018,0.006405897079713345,WNT_hsa04310,0.013025210084033567,0.008432198420331683
gene_PPP2R5B,PPP2R5B,0,0.0,0.0,0.0,0.0,PI3K_Akt_hsa04151,0.012920168067226855,0.006904864886363345
gene_GNG4,GNG4,0,0.0,0.0,0.0,0.0,PI3K_Akt_hsa04151,0.012815126050420123,0.008321555596780793
gene_WNT7B,WNT7B,1,0.06666666666666667,-0.025763930502171198,-0.025763930502171198,0.0017175953668114132,WNT_hsa04310,0.012605042016806678,0.011410483709243914
gene_IL1R1,IL1R1,0,0.0,0.0,0.0,0.0,MAPK_hsa04010,0.012184873949579799,0.009397592120313023
gene_ARRB2,ARRB2,0,0.0,0.0,0.0,0.0,MAPK_hsa04010,0.012079831932773077,0.008677894769883546
gene_DUSP4,DUSP4,4,0.26666666666666666,0.057033880333026976,0.09664492203647528,0.01520903475547386,MAPK_hsa04010,0.011659663865546177,0.006024139058377991
gene_CDC42,CDC42,1,0.06666666666666667,0.05840685371008286,0.05840685371008286,0.0038937902473388576,MAPK_hsa04010,0.010819327731092399,0.006510063206868115
gene_IL2RA,IL2RA,0,0.0,0.0,0.0,0.0,PI3K_Akt_hsa04151,0.010819327731092388,0.010650763252278359
gene_CSNK2A3,CSNK2A3,9,0.6,0.08630982288730926,0.08507136438814365,0.051785893732385554,WNT_hsa04310,0.010609243697478976,0.008277017654660447
gene_LAMC3,LAMC3,0,0.0,0.0,0.0,0.0,PI3K_Akt_hsa04151,0.010504201680672232,0.0057149035750989055
gene_PPP3CB,PPP3CB,0,0.0,0.0,0.0,0.0,WNT_hsa04310,0.010294117647058797,0.0156494979550115
gene_ITGA2B,ITGA2B,0,0.0,0.0,0.0,0.0,PI3K_Akt_hsa04151,0.009873949579831898,0.004436704218895546
gene_GNB1,GNB1,3,0.2,0.21299308963530228,0.1584765987579219,0.04259861792706046,PI3K_Akt_hsa04151,0.009453781512605008,0.006124949469375294
gene_SFRP5,SFRP5,2,0.13333333333333333,-0.11463073015693062,-0.11463073015693062,0.015284097354257417,WNT_hsa04310,0.009453781512604998,0.00617875679405578
gene_IFNA10,IFNA10,11,0.7333333333333333,0.3127843006082512,0.29890332715061546,0.2293751537793842,PI3K_Akt_hsa04151,0.008928571428571386,0.00587202725183769
gene_LAMC1,LAMC1,5,0.3333333333333333,0.0880398726872583,0.057761154931444424,0.0293466242290861,PI3K_Akt_hsa04151,0.008928571428571386,0.006987465701496888
gene_DVL2,DVL2,0,0.0,0.0,0.0,0.0,WNT_hsa04310,0.008718487394957963,0.009277654397794748
gene_YWHAE,YWHAE,2,0.13333333333333333,-0.3417255046556703,-0.3417255046556703,0.04556340062075604,PI3K_Akt_hsa04151,0.008403361344537775,0.015714229541983805
gene_LAMB4,LAMB4,5,0.3333333333333333,0.36888055751458876,0.4253441535868179,0.12296018583819625,PI3K_Akt_hsa04151,0.008088235294117618,0.001995798319327724
gene_RPA3,RPA3,5,0.3333333333333333,0.10011885102385691,0.11992801459314964,0.03337295034128564,MMR_hsa03430,0.00777310924369744,0.007250182322158567
gene_ELK1,ELK1,12,0.8,0.18841879850334559,0.2193672381922457,0.15073503880267647,MAPK_hsa04010,0.0076680672268907065,0.014743723821793574
gene_PHLPP2,PHLPP2,1,0.06666666666666667,-5.98405189416187e-05,-5.98405189416187e-05,3.989367929441246e-06,PI3K_Akt_hsa04151,0.007563025210084007,0.00406283184996085
gene_CHEK1,CHEK1,3,0.2,0.13573639345976246,0.1761195235890947,0.027147278691952492,p53_hsa04115,0.007352941176470562,0.006088813758903104
gene_ATP6V1G1,ATP6V1G1,0,0.0,0.0,0.0,0.0,mTOR_hsa04150,0.007352941176470562,0.004305441498302337
gene_MAP2K5,MAP2K5,1,0.06666666666666667,0.23146216166367886,0.23146216166367886,0.01543081077757859,MAPK_hsa04010,0.00724789915966384,0.00624006165557945
